user_name,segment,total_coins,estimated_visits,heat_level,first_payment_date,last_payment_date
meijka_kinman,churned,150,1.0,Dormant,2025-09-19,2025-09-19
minamb,churned,150,1.0,Dormant,2025-09-19,2025-09-19
mochmochmocho,churned,150,1.0,Dormant,2025-11-06,2025-11-06
zxc99747,new,150,1.0,Hot,2026-02-18,2026-02-18
moyamoya04,churned,150,1.0,Dormant,2025-11-06,2025-11-06
mutimutihinto,churned,150,1.0,Dormant,2025-09-19,2025-09-19
n3g4t1v3-,churned,150,1.0,Dormant,2025-09-19,2025-09-19
nao11013,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Nimutan,churned,150,1.0,Dormant,2025-09-19,2025-09-19
nyanchu____,churned,150,1.0,Dormant,2025-09-19,2025-09-19
oniwaka4545,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
onwarddoorbell,churned,150,1.0,Dormant,2025-11-09,2025-11-09
Ommmmmp,churned,150,1.0,Dormant,2025-09-19,2025-09-19
omarutyon,churned,150,1.0,Dormant,2025-09-11,2025-09-11
panchi3gou,churned,150,1.0,Dormant,2025-09-24,2025-09-24
PaMi03,churned,150,1.0,Dormant,2025-09-11,2025-09-11
pjtkc,churned,150,1.0,Dormant,2025-09-19,2025-09-19
PizzamAn60,churned,150,1.0,Dormant,2025-09-02,2025-09-02
pompom44444,churned,150,1.0,Dormant,2025-11-09,2025-11-09
ponjuuuru,churned,150,1.0,Dormant,2025-09-19,2025-09-19
prtt91,churned,150,1.0,Dormant,2025-09-19,2025-09-19
QQEE5985,churned,150,1.0,Dormant,2025-11-09,2025-11-09
RYOWA0131,churned,150,1.0,Dormant,2025-11-09,2025-11-09
satttto,churned,150,1.0,Dormant,2025-11-06,2025-11-06
sasuke_sa,churned,150,1.0,Dormant,2025-11-06,2025-11-06
kuma_ko,regular,150,1.0,Dormant,2026-01-03,2025-02-15
shibatono,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Shimehari75,churned,150,1.0,Dormant,2025-09-11,2025-09-11
SKY602177,churned,150,1.0,Dormant,2025-11-09,2025-11-09
SK1705,churned,150,1.0,Dormant,2025-09-24,2025-09-24
smpjspdpdt,churned,150,1.0,Dormant,2025-09-24,2025-09-24
SqueakyVow,churned,150,1.0,Dormant,2025-09-24,2025-09-24
sssdngujgtj,churned,150,1.0,Dormant,2025-09-24,2025-09-24
river1104,churned,150,1.0,Dormant,2025-08-22,2025-08-22
SteamedAsian,churned,150,1.0,Dormant,2025-11-06,2025-11-06
sugarsky64,churned,150,1.0,Dormant,2025-11-06,2025-11-06
t1001t,churned,150,1.0,Dormant,2025-09-19,2025-09-19
rosesandfcks99,regular,150,1.0,Warm,2026-01-13,2026-01-13
kaitakumucro,regular,150,1.0,Warm,2026-01-13,2026-01-13
nannan1199,regular,150,1.0,Warm,2026-01-12,2026-01-12
teppei060,regular,150,1.0,Warm,2026-01-12,2026-01-12
stripotu,regular,150,1.0,Warm,2026-01-12,2026-01-12
dekosu,churned,150,1.0,Dormant,2025-09-19,2025-09-19
TMWG,churned,150,1.0,Dormant,2025-11-06,2025-11-06
tommy567777,churned,150,1.0,Dormant,2025-11-06,2025-11-06
toshiyukidesu,churned,150,1.0,Dormant,2025-09-25,2025-09-25
pochiboy000,regular,150,1.0,Warm,2026-01-12,2026-01-12
kei9202,regular,150,1.0,Warm,2026-01-12,2026-01-12
Dfgdchff,regular,150,1.0,Warm,2026-01-12,2026-01-12
Tyoshiki,churned,150,1.0,Dormant,2025-11-06,2025-11-06
lucky-69,churned,150,1.0,Dormant,2025-08-17,2025-02-01
lvp842000,regular,150,1.0,Warm,2026-01-12,2026-01-12
yuza-1111,regular,150,1.0,Warm,2026-01-12,2026-01-12
StandupChapter,regular,150,1.0,Warm,2026-01-12,2026-01-12
hikaru_okita76,regular,150,1.0,Warm,2026-01-12,2026-01-12
xxmassuxx,regular,150,1.0,Warm,2026-01-12,2026-01-12
MRCHILDREN33,regular,150,1.0,Warm,2026-01-12,2026-01-12
VetoingBouffe,regular,150,1.0,Warm,2026-01-12,2026-01-12
morimo1220,regular,150,1.0,Warm,2026-01-12,2026-01-12
mtmttmy,regular,150,1.0,Warm,2026-01-12,2026-01-12
Wope55,churned,150,1.0,Dormant,2025-11-09,2025-11-09
XYZ123yxz,churned,150,1.0,Dormant,2025-11-06,2025-11-06
yasu010101,churned,150,1.0,Dormant,2025-09-24,2025-09-24
yoh-yoh-43,churned,150,1.0,Dormant,2025-11-09,2025-11-09
yoshikun078787,churned,150,1.0,Dormant,2025-11-09,2025-11-09
yoownw,churned,150,1.0,Dormant,2025-09-24,2025-09-24
YORUNOHEIHEI,churned,150,1.0,Dormant,2025-09-19,2025-09-19
yoshi041618,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Yossy1008,churned,150,1.0,Dormant,2025-11-06,2025-11-06
55cherry,vip,150,1.0,Dormant,2025-08-11,2025-01-23
Yugo111999,churned,150,1.0,Dormant,2025-11-09,2025-11-09
yuiwe398,churned,150,1.0,Dormant,2025-11-09,2025-11-09
Yuads,churned,150,1.0,Dormant,2025-11-09,2025-11-09
yui953331,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Jacky-Nacky,churned,150,1.0,Dormant,2025-08-14,2025-01-23
c98012,regular,150,1.0,Dormant,2026-02-15,2025-01-23
yuuyuta,churned,150,1.0,Dormant,2025-11-06,2025-11-06
yuu0002,churned,150,1.0,Dormant,2025-11-06,2025-11-06
yuzu0719,churned,150,1.0,Dormant,2025-11-09,2025-11-09
yuyuyu660,churned,150,1.0,Dormant,2025-11-06,2025-11-06
kkkkk3207,regular,150,1.0,Warm,2026-01-12,2026-01-12
keeeee20,regular,150,1.0,Warm,2026-01-12,2026-01-12
tumb029,regular,150,1.0,Warm,2026-01-12,2026-01-12
keisuke--,regular,150,1.0,Warm,2026-01-12,2026-01-12
inao0708,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
tanake97,churned,150,1.0,Dormant,2025-08-11,2025-08-11
AAArsenal,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
-jun-jun-jun-,churned,150,1.0,Dormant,2025-11-06,2025-11-06
akira-onchan,churned,150,1.0,Dormant,2025-08-22,2025-08-22
amaou2,churned,150,1.0,Dormant,2025-08-22,2025-08-22
Annlovelove,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
aratanisa,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
CantonalSimper,churned,150,1.0,Dormant,2025-11-07,2025-11-07
ChancingGujarati,churned,150,1.0,Dormant,2025-09-24,2025-09-24
chiyosan17,churned,150,1.0,Dormant,2025-11-09,2025-11-09
Decodecodeco4577,churned,150,1.0,Dormant,2025-11-06,2025-11-06
Djfkcme,regular,150,1.0,Warm,2026-01-12,2026-01-12
dj109334,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
arokoevs,churned,150,1.0,Dormant,2025-09-24,2025-09-24
Eric90017,churned,150,1.0,Dormant,2025-09-11,2025-09-11
1125fujiyama,churned,150,1.0,Dormant,2025-09-11,2025-09-11
gunhiro5,churned,150,1.0,Dormant,2025-11-06,2025-11-06
DanteanApiary,regular,150,1.0,Warm,2026-01-12,2026-01-12
HITOSHI1002,churned,150,1.0,Dormant,2025-08-11,2025-08-11
im_hro7,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
ishkawa,churned,150,1.0,Dormant,2025-11-06,2025-11-06
jgtgmg851515,churned,150,1.0,Dormant,2025-11-06,2025-11-06
jgwtwu,churned,150,1.0,Dormant,2025-08-22,2025-08-22
jhgfcvbhu,churned,150,1.0,Dormant,2025-08-11,2025-08-11
kasukasukun,churned,150,1.0,Dormant,2025-08-11,2025-08-11
kazu00123,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ke1978,churned,150,1.0,Dormant,2025-09-11,2025-09-11
kkkk_4,churned,150,1.0,Dormant,2025-11-09,2025-11-09
Kotahahaha,churned,150,1.0,Dormant,2025-09-19,2025-09-19
lionking1020,churned,150,1.0,Dormant,2025-09-11,2025-09-11
lsjh10370427,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
mitemitai,churned,150,1.0,Dormant,2025-08-18,2025-08-18
mmteslgg,churned,150,1.0,Dormant,2025-09-19,2025-09-19
monchic11,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
momotaroudayo,churned,150,1.0,Dormant,2025-09-11,2025-09-11
mtawt,churned,150,1.0,Dormant,2025-11-06,2025-11-06
nonstopr5,churned,150,1.0,Dormant,2025-11-09,2025-11-09
nontan98,churned,150,1.0,Dormant,2025-08-22,2025-08-22
Nxudbed,churned,150,1.0,Dormant,2025-11-06,2025-11-06
nyakotyann,churned,150,1.0,Dormant,2025-09-11,2025-09-11
PrecastTideland,churned,150,1.0,Dormant,2025-09-24,2025-09-24
qaz123qazwsxedc,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
qetuo08642,churned,150,1.0,Dormant,2025-09-02,2025-09-02
Rain8635,churned,150,1.0,Dormant,2025-09-25,2025-09-25
roku0028,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
roiteri,churned,150,1.0,Dormant,2025-09-24,2025-09-24
shenyaaaan,regular,150,1.0,AtRisk,2025-11-26,2025-11-26
shotandayo,churned,150,1.0,Dormant,2025-09-11,2025-09-11
Silky1341,churned,150,1.0,Dormant,2025-09-19,2025-09-19
skkbryy,regular,150,1.0,Warm,2026-01-12,2026-01-12
StroppedPage,churned,150,1.0,Dormant,2025-08-17,2025-08-17
sumomomomomo,churned,150,1.0,Dormant,2025-11-06,2025-11-06
syakonigiri,churned,150,1.0,Dormant,2025-11-09,2025-11-09
tak12u05,regular,150,1.0,AtRisk,2025-11-28,2025-11-28
Taka_Sugi0308,churned,150,1.0,Dormant,2025-08-17,2025-08-17
takutaku3014,churned,150,1.0,Dormant,2025-11-09,2025-11-09
The-End-628,churned,150,1.0,Dormant,2025-08-18,2025-08-18
tta1098,regular,150,1.0,Dormant,2025-11-09,2025-11-09
TT8ss,churned,150,1.0,Dormant,2025-09-19,2025-09-19
Tyetttety,churned,150,1.0,Dormant,2025-09-19,2025-09-19
wetroi,churned,150,1.0,Dormant,2025-09-19,2025-09-19
xxxyuyuyuxxx,regular,150,1.0,Warm,2026-01-12,2026-01-12
yama186394,churned,150,1.0,Dormant,2025-09-24,2025-09-24
yoshi44444,churned,150,1.0,Dormant,2025-09-19,2025-09-19
young5530,churned,150,1.0,Dormant,2025-08-18,2025-08-18
yunbo0305,churned,150,1.0,Dormant,2025-08-17,2025-08-17
z0011,churned,150,1.0,Dormant,2025-11-06,2025-11-06
zz20351,churned,150,1.0,Dormant,2025-09-19,2025-09-19
zzoo3333,churned,150,1.0,Dormant,2025-09-11,2025-09-11
ugaikusuri,churned,128,0.9,Dormant,2025-08-12,2025-09-02
yuuchannsan,churned,128,0.9,Dormant,2025-08-12,2025-09-02
Nathelie_ruri,churned,120,0.8,Dormant,2025-11-07,2025-11-07
nekosaku,churned,120,0.8,Dormant,2025-11-07,2025-11-07
tinnokon,churned,120,0.8,Dormant,2025-11-07,2025-11-07
umaisyo,churned,120,0.8,Dormant,2025-11-07,2025-11-07
adgjm213,churned,120,0.8,Dormant,2025-11-07,2025-11-07
mizutaki5252,churned,120,0.8,Dormant,2025-11-07,2025-11-07
nekomata1234,churned,120,0.8,Dormant,2025-11-07,2025-11-07
okatanyaki777,churned,120,0.8,Dormant,2025-11-07,2025-11-07
montaroshi,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Choko-99,churned,120,0.8,Dormant,2025-11-07,2025-11-07
sakamotot,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Hctj,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Miumiua8,churned,120,0.8,Dormant,2025-11-07,2025-11-07
WambledQuiver,churned,120,0.8,Dormant,2025-11-07,2025-11-07
iak_8rabcf,churned,120,0.8,Dormant,2025-11-07,2025-11-07
ohkami4913,churned,120,0.8,Dormant,2025-11-07,2025-11-07
kennyan0324,churned,120,0.8,Dormant,2025-11-07,2025-11-07
apmdjgt,churned,120,0.8,Dormant,2025-08-12,2025-08-12
APBBA,churned,120,0.8,Dormant,2025-07-28,2025-07-28
aqwesffdvg0109,churned,120,0.8,Dormant,2025-08-12,2025-08-12
ayurimu123456,churned,120,0.8,Dormant,2025-11-07,2025-11-07
CHAPWO,churned,120,0.8,Dormant,2025-08-12,2025-08-12
dsgadfhadfasdg,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Gjm4529,churned,120,0.8,Dormant,2025-11-07,2025-11-07
meeeell,churned,120,0.8,Dormant,2025-08-12,2025-08-12
SuburbanThepits,churned,120,0.8,Dormant,2025-08-12,2025-08-12
gahara1908,churned,120,0.8,Dormant,2025-08-12,2025-08-12
clackle,churned,120,0.8,Dormant,2025-08-12,2025-08-12
1117daira,churned,120,0.8,Dormant,2025-08-12,2025-08-12
ogasun_satoru_xyz,churned,120,0.8,Dormant,2025-08-12,2025-08-12
kuzu92,churned,120,0.8,Dormant,2025-08-12,2025-08-12
ksugi4649,churned,120,0.8,Dormant,2025-08-12,2025-08-12
kgwjgw,churned,120,0.8,Dormant,2025-08-12,2025-08-12
harutatakagi,churned,120,0.8,Dormant,2025-08-12,2025-08-12
NoosedShivah,churned,120,0.8,Dormant,2025-08-12,2025-08-12
mamamamamamama1111,churned,120,0.8,Dormant,2025-08-12,2025-08-12
yuuichi-san,churned,120,0.8,Dormant,2025-08-12,2025-08-12
manikaizok,churned,120,0.8,Dormant,2025-08-12,2025-08-12
Hoang1245,churned,120,0.8,Dormant,2025-08-12,2025-08-12
VFR800P,churned,120,0.8,Dormant,2025-08-12,2025-08-12
taka123taka,churned,120,0.8,Dormant,2025-08-12,2025-08-12
yuji_55555,churned,120,0.8,Dormant,2025-08-12,2025-08-12
yuuka_chilu,churned,120,0.8,Dormant,2025-08-12,2025-08-12
gwanggg,churned,120,0.8,Dormant,2025-08-12,2025-08-12
sblast9,churned,120,0.8,Dormant,2025-08-12,2025-08-12
buchi0304,churned,120,0.8,Dormant,2025-08-12,2025-08-12
47fgkk,churned,120,0.8,Dormant,2025-08-12,2025-08-12
tobbytobby24,churned,120,0.8,Dormant,2025-08-12,2025-08-12
vo_ov777,churned,120,0.8,Dormant,2025-08-12,2025-08-12
jnjaooorqp,churned,120,0.8,Dormant,2025-08-12,2025-08-12
onsokuneko,regular,120,0.8,Dormant,2025-08-12,2025-08-12
kwnmj,churned,120,0.8,Dormant,2025-08-12,2025-08-12
mamemame99,churned,120,0.8,Dormant,2025-08-12,2025-08-12
yucan083,churned,120,0.8,Dormant,2025-08-12,2025-08-12
kingwangzzang69,churned,120,0.8,Dormant,2025-08-12,2025-08-12
YES-name,churned,120,0.8,Dormant,2025-08-12,2025-08-12
saijo_t,churned,120,0.8,Dormant,2025-08-12,2025-08-12
taaaakaaab,churned,120,0.8,Dormant,2025-08-12,2025-08-12
gulria,churned,120,0.8,Dormant,2025-11-07,2025-11-07
yuzuaoi,churned,120,0.8,Dormant,2025-07-28,2025-07-28
show7891,churned,120,0.8,Dormant,2025-07-28,2025-07-28
szkqwe,churned,120,0.8,Dormant,2025-07-28,2025-07-28
itachi47562,churned,120,0.8,Dormant,2025-07-28,2025-07-28
ttk235797,churned,120,0.8,Dormant,2025-07-28,2025-07-28
SafeScruple,churned,120,0.8,Dormant,2025-07-28,2025-07-28
w8w8w8w8,churned,120,0.8,Dormant,2025-07-28,2025-07-28
8megane8,churned,120,0.8,Dormant,2025-07-28,2025-07-28
Gobulinosuke,churned,120,0.8,Dormant,2025-07-28,2025-07-28
BurningWipeout,churned,120,0.8,Dormant,2025-07-28,2025-07-28
yasu5990,churned,120,0.8,Dormant,2025-07-28,2025-07-28
Kk980202,churned,120,0.8,Dormant,2025-07-28,2025-07-28
BoomedHush,churned,120,0.8,Dormant,2025-07-28,2025-07-28
greenapple8876,churned,120,0.8,Dormant,2025-07-28,2025-07-28
qrvrssssl,churned,120,0.8,Dormant,2025-07-28,2025-07-28
nowhereman0920,churned,120,0.8,Dormant,2025-07-28,2025-07-28
Andjap,churned,120,0.8,Dormant,2025-07-28,2025-07-28
1967bakao,churned,120,0.8,Dormant,2025-07-28,2025-07-28
ken456,churned,120,0.8,Dormant,2025-07-28,2025-07-28
svakv22,churned,120,0.8,Dormant,2025-07-28,2025-07-28
paremaren,churned,120,0.8,Dormant,2025-07-28,2025-07-28
cricket261111,churned,120,0.8,Dormant,2025-07-28,2025-07-28
shogo_sss,churned,120,0.8,Dormant,2025-07-28,2025-07-28
kulikuli08,churned,120,0.8,Dormant,2025-07-28,2025-07-28
aaa0865,churned,120,0.8,Dormant,2025-07-28,2025-07-28
rururuAnalyst,churned,120,0.8,Dormant,2025-07-28,2025-07-28
Tat11303,churned,120,0.8,Dormant,2025-07-28,2025-07-28
tanutanu0001,churned,120,0.8,Dormant,2025-07-28,2025-07-28
Libra-F,churned,120,0.8,Dormant,2025-07-28,2025-07-28
hiiiiiroooo28,churned,120,0.8,Dormant,2025-07-28,2025-07-28
daikikidman,churned,120,0.8,Dormant,2025-07-28,2025-07-28
rrrkkk7,churned,120,0.8,Dormant,2025-07-28,2025-07-28
ruu_noe,churned,120,0.8,Dormant,2025-07-28,2025-07-28
kenken5960,churned,120,0.8,Dormant,2025-07-28,2025-07-28
Xxxdjduhsh,churned,120,0.8,Dormant,2025-07-28,2025-07-28
masaking039,churned,120,0.8,Dormant,2025-07-28,2025-07-28
multipla11,churned,120,0.8,Dormant,2025-07-28,2025-07-28
mark_x0369,churned,120,0.8,Dormant,2025-07-28,2025-07-28
sachi-3211,churned,120,0.8,Dormant,2025-07-28,2025-07-28
SufferedScanning,churned,120,0.8,Dormant,2025-07-28,2025-07-28
tktbmm,churned,120,0.8,Dormant,2025-07-28,2025-07-28
iprd1620,churned,120,0.8,Dormant,2025-07-28,2025-07-28
kemuriman,churned,120,0.8,Dormant,2025-07-28,2025-07-28
kaitya0415,churned,120,0.8,Dormant,2025-07-28,2025-07-28
dangooo21,churned,120,0.8,Dormant,2025-07-28,2025-07-28
taro0277,churned,120,0.8,Dormant,2025-07-28,2025-07-28
tatetateyo,churned,120,0.8,Dormant,2025-07-28,2025-07-28
oochan00123,churned,120,0.8,Dormant,2025-07-28,2025-07-28
help_me_me,churned,120,0.8,Dormant,2025-11-07,2025-11-07
higedaruma314,churned,120,0.8,Dormant,2025-07-28,2025-07-28
jungjum,churned,120,0.8,Dormant,2025-11-07,2025-11-07
junchiiiiiiiiiii,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Karifutoshi,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Keepsiorin,churned,120,0.8,Dormant,2025-11-07,2025-11-07
kousuke0311,churned,120,0.8,Dormant,2025-11-07,2025-11-07
kzmsssststtst,churned,120,0.8,Dormant,2025-11-07,2025-11-07
luckyl185,churned,120,0.8,Dormant,2025-11-07,2025-11-07
pochipochitamago,churned,120,0.8,Dormant,2025-11-07,2025-11-07
poor_______baby,churned,120,0.8,Dormant,2025-11-07,2025-11-07
qwwruus12,churned,120,0.8,Dormant,2025-11-07,2025-11-07
rapidboyman,churned,120,0.8,Dormant,2025-11-07,2025-11-07
sdbk1,churned,120,0.8,Dormant,2025-11-07,2025-11-07
ssnn002233,churned,120,0.8,Dormant,2025-08-12,2025-08-12
sssnnkkss,churned,120,0.8,Dormant,2025-07-28,2025-07-28
nobu89,regular,120,0.8,Dormant,2026-01-14,2025-02-05
takatosi,churned,120,0.8,Dormant,2025-11-07,2025-11-07
tamatan00,churned,120,0.8,Dormant,2025-11-07,2025-11-07
takumithe0011,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Terra0928,churned,120,0.8,Dormant,2025-11-07,2025-11-07
ytane,churned,120,0.8,Dormant,2025-11-07,2025-11-07
yuu3-J2025,churned,120,0.8,Dormant,2025-11-07,2025-11-07
dsa327,churned,120,0.8,Dormant,2025-08-12,2025-08-12
458202,churned,120,0.8,Dormant,2025-07-28,2025-07-28
areare,churned,120,0.8,Dormant,2025-07-28,2025-07-28
Crownedgaku10,churned,120,0.8,Dormant,2025-07-28,2025-07-28
gobgobjob,churned,120,0.8,Dormant,2025-08-12,2025-08-12
Danny01388,churned,120,0.8,Dormant,2025-11-07,2025-11-07
Im-oshiri,churned,120,0.8,Dormant,2025-08-12,2025-08-12
kkkedao,churned,120,0.8,Dormant,2025-07-28,2025-07-28
maru265,churned,120,0.8,Dormant,2025-08-12,2025-08-12
masamoto1972,churned,120,0.8,Dormant,2025-11-07,2025-11-07
seisei0110,churned,120,0.8,Dormant,2025-08-12,2025-08-12
SombreDroshky,churned,120,0.8,Dormant,2025-11-07,2025-11-07
stst0101,churned,120,0.8,Dormant,2025-07-28,2025-07-28
takuya1025,churned,120,0.8,Dormant,2025-08-12,2025-08-12
nknk_5004,light,20,0.1,Warm,2026-01-12,2026-01-12
AustralShowroom,churned,20,0.1,Dormant,2025-09-26,2025-09-26
hornyforsexnow,churned,20,0.1,Dormant,2025-07-28,2025-07-28
AzuringTraffic,churned,8,0.1,Dormant,2025-09-02,2025-09-02
bbbbbbaaaae,churned,8,0.1,Dormant,2025-09-02,2025-09-02
tkcoin,churned,8,0.1,Dormant,2025-09-02,2025-09-02
BonkersSounding,churned,8,0.1,Dormant,2025-09-02,2025-09-02
dogybonber,churned,8,0.1,Dormant,2025-09-02,2025-09-02
hidepon1204,regular,8,0.1,Dormant,2025-09-02,2025-09-02
ost173,churned,8,0.1,Dormant,2025-09-02,2025-09-02
pompman,churned,8,0.1,Dormant,2025-09-02,2025-09-02
pcw417,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Wol220,churned,8,0.1,Dormant,2025-09-02,2025-09-02
vorvorfc,churned,8,0.1,Dormant,2025-09-02,2025-09-02
manmaru69,churned,8,0.1,Dormant,2025-09-02,2025-09-02
haji5030,churned,8,0.1,Dormant,2025-09-02,2025-09-02
HIROTAKA0213,churned,8,0.1,Dormant,2025-09-02,2025-09-02
akito0813,churned,8,0.1,Dormant,2025-09-02,2025-09-02
neo10-6,churned,8,0.1,Dormant,2025-09-02,2025-09-02
KKAKA2727,churned,8,0.1,Dormant,2025-09-02,2025-09-02
TOMMX-ray,churned,8,0.1,Dormant,2025-09-02,2025-09-02
shikatk,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Nokosukebemal,churned,8,0.1,Dormant,2025-09-02,2025-09-02
A811A,churned,8,0.1,Dormant,2025-09-02,2025-09-02
159951qa,churned,8,0.1,Dormant,2025-09-02,2025-09-02
blotech,churned,8,0.1,Dormant,2025-09-02,2025-09-02
AASKDJ,churned,8,0.1,Dormant,2025-09-02,2025-09-02
CurdledAdduct,churned,8,0.1,Dormant,2025-09-02,2025-09-02
miya1209,churned,8,0.1,Dormant,2025-09-02,2025-09-02
yuha1355,churned,8,0.1,Dormant,2025-09-02,2025-09-02
iopppik,churned,8,0.1,Dormant,2025-09-02,2025-09-02
RealisedRooibos,churned,8,0.1,Dormant,2025-09-02,2025-09-02
SeeDiver,churned,8,0.1,Dormant,2025-09-02,2025-09-02
awabi0800,churned,8,0.1,Dormant,2025-09-02,2025-09-02
naonaohya,churned,8,0.1,Dormant,2025-09-02,2025-09-02
momomo8,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Riri0704,churned,8,0.1,Dormant,2025-09-02,2025-09-02
shonmori,churned,8,0.1,Dormant,2025-09-02,2025-09-02
325asdASR,churned,8,0.1,Dormant,2025-09-02,2025-09-02
priprio15,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Mr_P0N,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Og32Pb0FqEDHbmr,churned,8,0.1,Dormant,2025-09-02,2025-09-02
sam09991,churned,8,0.1,Dormant,2025-09-02,2025-09-02
u10papa,churned,8,0.1,Dormant,2025-09-02,2025-09-02
kakerun_,churned,8,0.1,Dormant,2025-09-02,2025-09-02
loser487,churned,8,0.1,Dormant,2025-09-02,2025-09-02
cyokosun,churned,8,0.1,Dormant,2025-09-02,2025-09-02
miganobi,churned,8,0.1,Dormant,2025-09-02,2025-09-02
sironekodao125,churned,8,0.1,Dormant,2025-09-02,2025-09-02
bJz0gU6cDbjIuFO,churned,8,0.1,Dormant,2025-09-02,2025-09-02
jin012469,churned,8,0.1,Dormant,2025-09-02,2025-09-02
nikumaru23,churned,8,0.1,Dormant,2025-09-02,2025-09-02
kei051,churned,8,0.1,Dormant,2025-09-02,2025-09-02
birdwing_0804,churned,8,0.1,Dormant,2025-09-02,2025-09-02
ryuryu1212_,churned,8,0.1,Dormant,2025-09-02,2025-09-02
12jtg,churned,8,0.1,Dormant,2025-09-02,2025-09-02
MAHANOIME,churned,8,0.1,Dormant,2025-09-02,2025-09-02
griffindoll,churned,8,0.1,Dormant,2025-09-02,2025-09-02
show1100,churned,8,0.1,Dormant,2025-09-02,2025-09-02
ccAccAccAcc,churned,8,0.1,Dormant,2025-09-02,2025-09-02
KANORI0219,churned,8,0.1,Dormant,2025-09-02,2025-09-02
jujut20,churned,8,0.1,Dormant,2025-09-02,2025-09-02
123ys,churned,8,0.1,Dormant,2025-09-02,2025-09-02
joy1175dt,churned,8,0.1,Dormant,2025-09-02,2025-09-02
gesut004,churned,8,0.1,Dormant,2025-09-02,2025-09-02
SebastianII,churned,8,0.1,Dormant,2025-09-02,2025-09-02
taka981970,churned,8,0.1,Dormant,2025-09-02,2025-09-02
skygori2000,churned,8,0.1,Dormant,2025-09-02,2025-09-02
ed_tm123,churned,8,0.1,Dormant,2025-09-02,2025-09-02
airu55,churned,8,0.1,Dormant,2025-09-02,2025-09-02
attwwjppt,churned,8,0.1,Dormant,2025-09-02,2025-09-02
WAROGA,churned,8,0.1,Dormant,2025-09-02,2025-09-02
adtmpgm,churned,8,0.1,Dormant,2025-09-02,2025-09-02
vin-15,churned,8,0.1,Dormant,2025-09-02,2025-09-02
kaaaaki2134,churned,8,0.1,Dormant,2025-09-02,2025-09-02
ikuikuikukiuki,churned,8,0.1,Dormant,2025-09-02,2025-09-02
tks363619,churned,8,0.1,Dormant,2025-09-02,2025-09-02
syunman13,churned,8,0.1,Dormant,2025-09-02,2025-09-02
nanbeishindon,churned,8,0.1,Dormant,2025-09-02,2025-09-02
sksk45s,churned,8,0.1,Dormant,2025-09-02,2025-09-02
take55555,churned,8,0.1,Dormant,2025-09-02,2025-09-02
55Orange,churned,8,0.1,Dormant,2025-09-02,2025-09-02
kuma0111,churned,8,0.1,Dormant,2025-09-02,2025-09-02
suda536j,churned,8,0.1,Dormant,2025-09-02,2025-09-02
chdhshshshbshebbe,churned,8,0.1,Dormant,2025-09-02,2025-09-02
taki0314,churned,8,0.1,Dormant,2025-09-02,2025-09-02
ftyuohhk,churned,8,0.1,Dormant,2025-09-02,2025-09-02
taka02385,churned,8,0.1,Dormant,2025-09-02,2025-09-02
shushu0703,churned,8,0.1,Dormant,2025-09-02,2025-09-02
sasuke-1111,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Kazu113355,churned,8,0.1,Dormant,2025-09-02,2025-09-02
aaaaaaaaahhhj,churned,8,0.1,Dormant,2025-09-02,2025-09-02
payami19,churned,8,0.1,Dormant,2025-09-02,2025-09-02
tontonbooboo,churned,8,0.1,Dormant,2025-09-02,2025-09-02
TAROxxxx,churned,8,0.1,Dormant,2025-09-02,2025-09-02
ko--san,churned,8,0.1,Dormant,2025-09-02,2025-09-02
powerSSex0,churned,8,0.1,Dormant,2025-09-02,2025-09-02
zacmcs,churned,8,0.1,Dormant,2025-09-02,2025-09-02
Daikon02,churned,8,0.1,Dormant,2025-09-02,2025-09-02
shuchannel,churned,8,0.1,Dormant,2025-09-02,2025-09-02
daaushsh,churned,8,0.1,Dormant,2025-09-02,2025-09-02
